section,subsection,function_name,parameters,description,source_url
Extensions,Extensions,api.extensions.register_index_accessor,name,Register a custom accessor on Index objects.,https://pandas.pydata.org/docs/reference/api/pandas.api.extensions.register_index_accessor.html
Extensions,Extensions,api.extensions.ExtensionDtype,,"A custom data type, to be paired with an ExtensionArray.",https://pandas.pydata.org/docs/reference/api/pandas.api.extensions.ExtensionDtype.html
Extensions,Extensions,api.extensions.ExtensionArray,,Abstract base class for custom 1-D array types.,https://pandas.pydata.org/docs/reference/api/pandas.api.extensions.ExtensionArray.html
Extensions,Extensions,arrays.NumpyExtensionArray,"values[, copy]",A pandas ExtensionArray for NumPy data.,https://pandas.pydata.org/docs/reference/api/pandas.arrays.NumpyExtensionArray.html
Extensions,Extensions,api.indexers.check_array_indexer,"array, indexer",Check if indexer is a valid array indexer for array .,https://pandas.pydata.org/docs/reference/api/pandas.api.indexers.check_array_indexer.html
Testing,Assertion functions,testing.assert_frame_equal,"left, right[, ...]",Check that left and right DataFrame are equal.,https://pandas.pydata.org/docs/reference/api/pandas.testing.assert_frame_equal.html
Testing,Assertion functions,testing.assert_series_equal,"left, right[, ...]",Check that left and right Series are equal.,https://pandas.pydata.org/docs/reference/api/pandas.testing.assert_series_equal.html
Testing,Assertion functions,testing.assert_index_equal,"left, right[, ...]",Check that left and right Index are equal.,https://pandas.pydata.org/docs/reference/api/pandas.testing.assert_index_equal.html
Testing,Assertion functions,testing.assert_extension_array_equal,"left, right",Check that left and right ExtensionArrays are equal.,https://pandas.pydata.org/docs/reference/api/pandas.testing.assert_extension_array_equal.html
Testing,Exceptions and warnings,errors.AbstractMethodError,"class_instance[, ...]",Raise this error instead of NotImplementedError for abstract methods.,https://pandas.pydata.org/docs/reference/api/pandas.errors.AbstractMethodError.html
Testing,Exceptions and warnings,errors.AttributeConflictWarning,,Warning raised when index attributes conflict when using HDFStore.,https://pandas.pydata.org/docs/reference/api/pandas.errors.AttributeConflictWarning.html
Testing,Exceptions and warnings,errors.CategoricalConversionWarning,,Warning is raised when reading a partial labeled Stata file using an iterator.,https://pandas.pydata.org/docs/reference/api/pandas.errors.CategoricalConversionWarning.html
Testing,Exceptions and warnings,errors.ChainedAssignmentError,,Warning raised when trying to set using chained assignment.,https://pandas.pydata.org/docs/reference/api/pandas.errors.ChainedAssignmentError.html
Testing,Exceptions and warnings,errors.ClosedFileError,,Exception is raised when trying to perform an operation on a closed HDFStore file.,https://pandas.pydata.org/docs/reference/api/pandas.errors.ClosedFileError.html
Testing,Exceptions and warnings,errors.CSSWarning,,Warning is raised when converting css styling fails.,https://pandas.pydata.org/docs/reference/api/pandas.errors.CSSWarning.html
Testing,Exceptions and warnings,errors.DatabaseError,,Error is raised when executing SQL with bad syntax or SQL that throws an error.,https://pandas.pydata.org/docs/reference/api/pandas.errors.DatabaseError.html
Testing,Exceptions and warnings,errors.DataError,,Exception raised when performing an operation on non-numerical data.,https://pandas.pydata.org/docs/reference/api/pandas.errors.DataError.html
Testing,Exceptions and warnings,errors.DtypeWarning,,Warning raised when reading different dtypes in a column from a file.,https://pandas.pydata.org/docs/reference/api/pandas.errors.DtypeWarning.html
Testing,Exceptions and warnings,errors.DuplicateLabelError,,Error raised when an operation would introduce duplicate labels.,https://pandas.pydata.org/docs/reference/api/pandas.errors.DuplicateLabelError.html
Testing,Exceptions and warnings,errors.EmptyDataError,,Exception raised in pd.read_csv when empty data or header is encountered.,https://pandas.pydata.org/docs/reference/api/pandas.errors.EmptyDataError.html
Testing,Exceptions and warnings,errors.IncompatibilityWarning,,Warning raised when trying to use where criteria on an incompatible HDF5 file.,https://pandas.pydata.org/docs/reference/api/pandas.errors.IncompatibilityWarning.html
Testing,Exceptions and warnings,errors.IncompatibleFrequency,,Raised when trying to compare or operate between Periods with different frequencies.,https://pandas.pydata.org/docs/reference/api/pandas.errors.IncompatibleFrequency.html
Testing,Exceptions and warnings,errors.IndexingError,,Exception is raised when trying to index and there is a mismatch in dimensions.,https://pandas.pydata.org/docs/reference/api/pandas.errors.IndexingError.html
Testing,Exceptions and warnings,errors.InvalidColumnName,,Warning raised by to_stata the column contains a non-valid stata name.,https://pandas.pydata.org/docs/reference/api/pandas.errors.InvalidColumnName.html
Testing,Exceptions and warnings,errors.InvalidComparison,,Exception is raised by _validate_comparison_value to indicate an invalid comparison.,https://pandas.pydata.org/docs/reference/api/pandas.errors.InvalidComparison.html
Testing,Exceptions and warnings,errors.InvalidIndexError,,Exception raised when attempting to use an invalid index key.,https://pandas.pydata.org/docs/reference/api/pandas.errors.InvalidIndexError.html
Testing,Exceptions and warnings,errors.InvalidVersion,,"An invalid version was found, users should refer to PEP 440.",https://pandas.pydata.org/docs/reference/api/pandas.errors.InvalidVersion.html
Testing,Exceptions and warnings,errors.IntCastingNaNError,,Exception raised when converting ( astype ) an array with NaN to an integer type.,https://pandas.pydata.org/docs/reference/api/pandas.errors.IntCastingNaNError.html
Testing,Exceptions and warnings,errors.LossySetitemError,,Raised when trying to do a __setitem__ on an np.ndarray that is not lossless.,https://pandas.pydata.org/docs/reference/api/pandas.errors.LossySetitemError.html
Testing,Exceptions and warnings,errors.MergeError,,Exception raised when merging data.,https://pandas.pydata.org/docs/reference/api/pandas.errors.MergeError.html
Testing,Exceptions and warnings,errors.NoBufferPresent,,Exception is raised in _get_data_buffer to signal that there is no requested buffer.,https://pandas.pydata.org/docs/reference/api/pandas.errors.NoBufferPresent.html
Testing,Exceptions and warnings,errors.NullFrequencyError,,Exception raised when a freq cannot be null.,https://pandas.pydata.org/docs/reference/api/pandas.errors.NullFrequencyError.html
Testing,Exceptions and warnings,errors.NumbaUtilError,,Error raised for unsupported Numba engine routines.,https://pandas.pydata.org/docs/reference/api/pandas.errors.NumbaUtilError.html
Testing,Exceptions and warnings,errors.NumExprClobberingError,,Exception raised when trying to use a built-in numexpr name as a variable name.,https://pandas.pydata.org/docs/reference/api/pandas.errors.NumExprClobberingError.html
Testing,Exceptions and warnings,errors.OptionError,,Exception raised for pandas.options.,https://pandas.pydata.org/docs/reference/api/pandas.errors.OptionError.html
Testing,Exceptions and warnings,errors.OutOfBoundsDatetime,,Raised when the datetime is outside the range that can be represented.,https://pandas.pydata.org/docs/reference/api/pandas.errors.OutOfBoundsDatetime.html
